protein_id,motif_ac,start_pos,end_pos,score,length
Q6Q0C0,PS00518,146,155,,10
Q6Q0C0,PS50145,222,292,0,71
Q6Q0C0,PS50082,392,424,0,33
Q6Q0C0,PS50294,392,670,0,279
Q6Q0C0,PS00678,411,425,,15
Q6Q0C0,PS50082,435,474,0,40
Q6Q0C0,PS00678,452,466,,15
Q6Q0C0,PS50082,555,594,0,40
Q6Q0C0,PS50082,595,638,0,44
Q6Q0C0,PS50082,639,670,0,32
Q6QNK2,PS51828,79,276,0,198
Q6QNK2,PS50221,371,557,0,187
Q6QNK2,PS50261,566,810,0,245
Q6QNK2,PS00650,798,813,,16
Q6SZW1,PS50105,412,476,0,65
Q6SZW1,PS50105,486,548,0,63
Q6SZW1,PS50104,560,703,0,144
Q6U7Q0,PS50157,43,70,0,28
Q6U7Q0,PS50157,71,98,0,28
Q6U7Q0,PS00028,73,93,,21
Q6U7Q0,PS50157,99,126,0,28
Q6U7Q0,PS00028,101,121,,21
Q6U7Q0,PS50157,127,154,0,28
Q6U7Q0,PS00028,129,149,,21
Q6U7Q0,PS50157,155,182,0,28
Q6U7Q0,PS00028,157,177,,21
Q6U7Q0,PS50157,183,210,0,28
Q6U7Q0,PS00028,185,205,,21
Q6U7Q0,PS50157,211,238,0,28
Q6U7Q0,PS00028,213,233,,21
Q6U7Q0,PS50157,239,266,0,28
Q6U7Q0,PS00028,241,261,,21
Q6U7Q0,PS50157,267,290,0,24
Q6U7Q0,PS00028,269,291,,23
Q6U7Q0,PS50157,293,320,0,28
Q6U7Q0,PS50157,351,378,0,28
Q6UB98,PS50297,178,291,0,114
Q6UB98,PS50088,184,216,0,33
Q6UB98,PS50088,217,249,0,33
Q6UB98,PS50088,250,282,0,33
Q6UB99,PS50297,161,274,0,114
Q6UB99,PS50088,167,199,0,33
Q6UB99,PS50088,200,232,0,33
Q6UB99,PS50088,233,265,0,33
Q6ULP2,PS00018,290,302,,13
Q6UWE0,PS51450,82,103,0,22
Q6UWE0,PS51450,105,127,0,23
Q6UWE0,PS51450,128,149,0,22
Q6UWE0,PS51450,151,172,0,22
Q6UWE0,PS50105,578,632,0,55
Q6UWE0,PS50089,675,710,0,36
Q6UXZ0,PS50835,23,114,0,92
Q6UXZ0,PS50835,122,207,0,86
Q6VMQ6,PS50853,1160,1270,0,111
Q6VN20,PS50188,35,222,0,188
Q6VN20,PS50896,253,285,0,33
Q6VN20,PS50897,291,348,0,58
Q6W2J9,PS50297,1462,1567,0,106
Q6W2J9,PS50088,1496,1528,0,33
Q6W2J9,PS50088,1529,1561,0,33
Q6WKZ4,PS50004,1,126,0,126
Q6WKZ4,PS51511,1211,1273,0,63
Q6XZF7,PS50002,2,61,0,60
Q6XZF7,PS50002,66,126,0,61
Q6XZF7,PS50002,145,204,0,60
Q6XZF7,PS50002,243,302,0,60
Q6XZF7,PS50010,784,967,0,184
Q6XZF7,PS00741,915,940,,26
Q6XZF7,PS51021,1008,1217,0,210
Q6XZF7,PS50002,1285,1348,0,64
Q6XZF7,PS50002,1513,1576,0,64
Q6YHK3,PS00477,918,926,,9
Q6YN16,PS00061,155,183,,29
Q6ZMI3,PS51132,299,546,0,248
Q6ZMU5,PS50089,14,57,0,44
Q6ZMU5,PS00518,29,38,,10
Q6ZMU5,PS50119,81,122,0,42
Q6ZMU5,PS50188,271,475,0,205
Q6ZMZ3,PS51049,917,975,0,59
Q6ZN17,PS51857,29,101,0,73
Q6ZN17,PS50158,128,142,0,15
Q6ZN18,PS50157,261,291,0,31
Q6ZN18,PS00028,263,286,,24
Q6ZN18,PS50157,328,357,0,30
Q6ZN18,PS00028,330,352,,23
Q6ZNA4,PS50089,942,983,0,42
Q6ZNL6,PS50010,892,1084,0,193
Q6ZNL6,PS50003,1113,1207,1,95
Q6ZNL6,PS00615,1248,1272,,25
Q6ZNL6,PS50178,1248,1301,0,54
Q6ZNL6,PS50003,1363,1461,1,99
Q6ZRF8,PS50089,25,64,0,40
Q6ZRF8,PS00518,40,49,,10
Q6ZRF8,PS50119,93,145,0,53
Q6ZRS2,PS51204,124,196,0,73
Q6ZRS2,PS51192,630,795,0,166
Q6ZRS2,PS51194,2044,2197,0,154
Q6ZSB9,PS50097,25,91,0,67
Q6ZSB9,PS50157,395,422,0,28
Q6ZSB9,PS00028,397,417,,21
Q6ZSB9,PS50157,423,450,0,28
Q6ZSB9,PS00028,425,445,,21
Q6ZSB9,PS50157,451,478,0,28
Q6ZSB9,PS00028,453,473,,21
Q6ZSB9,PS50157,479,506,0,28
Q6ZSB9,PS00028,481,501,,21
Q6ZSB9,PS50157,507,534,0,28
Q6ZSB9,PS00028,509,529,,21
Q6ZSB9,PS50157,535,562,0,28
Q6ZSB9,PS00028,537,557,,21
Q6ZSB9,PS50157,563,585,0,23
Q6ZSB9,PS00028,565,585,,21
Q6ZSZ5,PS50157,310,339,0,30
Q6ZSZ5,PS50010,447,644,0,198
Q6ZSZ5,PS50003,684,786,1,103
Q6ZVX7,PS51114,95,273,0,179
Q6ZW49,PS50172,8,93,0,86
Q6ZW49,PS50172,94,183,0,90
Q6ZW49,PS50172,601,694,0,94
Q6ZW49,PS50172,711,772,0,62
Q6ZW49,PS50172,866,947,0,82
Q70E73,PS50200,269,355,0,87
Q70E73,PS50003,396,505,1,110
Q70EL2,PS50271,36,153,0,118
Q70EL2,PS50235,190,813,0,624
Q70EL2,PS00972,191,206,,16
Q70EL2,PS00973,730,747,,18
Q71RC2,PS50961,113,202,0,90
Q75N03,PS50089,109,149,0,41
Q75N03,PS00518,125,134,,10
Q76EJ3,PS00107,60,93,,34
Q76FK4,PS50102,8,89,0,82
Q76MJ5,PS50011,520,781,0,262
Q76MJ5,PS00108,633,645,,13
Q76MJ5,PS51392,784,912,0,129
Q76N89,PS50004,182,318,0,137
Q76N89,PS50020,829,862,0,34
Q76N89,PS01159,835,860,,26
Q76N89,PS50020,1018,1051,0,34
Q76N89,PS01159,1024,1049,,26
Q76N89,PS50237,1271,1606,0,336
Q7KZF4,PS50830,18,166,0,149
Q7KZF4,PS01284,103,113,,11
Q7KZF4,PS50830,193,328,0,136
Q7KZF4,PS50830,341,496,0,156
Q7KZF4,PS50830,525,660,0,136
Q7KZF4,PS50304,729,787,0,59
Q7L099,PS50826,95,227,0,133
Q7L0Y3,PS51675,191,383,0,193
Q7L2E3,PS51192,444,612,0,169
Q7L2E3,PS00690,554,563,,10
Q7L2E3,PS51194,654,827,0,174
Q7L2H7,PS50250,180,339,0,160
Q7L2J0,PS51515,431,686,0,256
Q7L5N1,PS50249,41,174,0,134
Q7L5N7,PS50222,391,426,0,36
Q7L5N7,PS00018,404,416,,13
Q7L5N7,PS50222,428,463,0,36
Q7L5N7,PS00018,441,453,,13
Q7L5Y9,PS50896,121,153,0,33
Q7L5Y9,PS50897,159,216,0,58
Q7L5Y9,PS51867,314,381,0,68
Q7L622,PS51805,11,128,0,118
Q7L622,PS01359,81,147,,67
Q7L622,PS50237,529,692,0,164
Q7L7X3,PS50011,28,281,0,254
Q7L7X3,PS00107,34,58,,25
Q7L7X3,PS00108,147,159,,13
Q7LFL8,PS51058,256,297,0,42
Q7RTN6,PS50011,69,379,0,311
Q7RTP6,PS50021,518,624,0,107
Q7RTP6,PS50023,762,824,0,63
Q7RTP6,PS00478,764,798,,35
Q7RTP6,PS51848,1841,1990,0,150
Q7RTR2,PS00213,75,87,,13
Q7RTR2,PS50837,139,271,0,133
Q7RTV3,PS50157,167,194,0,28
Q7RTV3,PS00028,169,189,,21
Q7RTV3,PS50157,195,224,0,30
Q7RTV3,PS00028,197,219,,23
Q7RTY0,PS50850,13,402,0,390
Q7RTY1,PS50850,15,486,0,472
Q7Z2E3,PS51084,182,287,0,106
Q7Z2E3,PS00892,261,279,,19
Q7Z2E3,PS00028,333,353,,21
Q7Z2T5,PS50157,184,211,0,28
Q7Z2T5,PS00028,186,206,,21
Q7Z2T5,PS51626,227,688,0,462
Q7Z2W4,PS50103,76,113,0,38
Q7Z2W4,PS50103,173,194,0,22
Q7Z2W4,PS50103,508,534,0,27
Q7Z2W4,PS50918,594,681,0,88
Q7Z2W4,PS51059,716,902,0,187
Q7Z3B3,PS52052,884,1035,0,152
Q7Z3K3,PS50157,494,521,0,28
Q7Z3K3,PS00028,496,516,,21
Q7Z3K3,PS50157,530,558,0,29
Q7Z3K3,PS00028,532,553,,22
Q7Z3K3,PS00028,562,583,,22
Q7Z3K3,PS00028,621,641,,21
Q7Z3K3,PS00028,649,670,,22
Q7Z3K3,PS51253,1015,1085,0,71
Q7Z3T8,PS50178,747,805,0,59
Q7Z4G1,PS51269,18,85,0,68
Q7Z4I7,PS50023,13,74,0,62
Q7Z4I7,PS00478,15,50,,36
Q7Z4I7,PS00478,76,109,,34
Q7Z4I7,PS50023,76,133,0,58
Q7Z4I7,PS50023,138,195,0,58
Q7Z4I7,PS00478,140,173,,34
Q7Z4I7,PS50023,196,255,0,60
Q7Z4I7,PS00478,198,231,,34
Q7Z4I7,PS50023,256,315,0,60
Q7Z4V0,PS50157,507,534,0,28
Q7Z4V0,PS00028,509,529,,21
Q7Z4V0,PS50157,535,562,0,28
Q7Z4V0,PS00028,537,558,,22
Q7Z4V0,PS00028,568,590,,23
Q7Z4V0,PS50157,776,804,0,29
Q7Z4V0,PS00028,778,799,,22
Q7Z4V5,PS50812,7,64,0,58
Q7Z569,PS50089,264,304,0,41
Q7Z569,PS50271,301,393,0,93
Q7Z589,PS51138,16,100,0,85
Q7Z5K2,PS51271,626,1169,0,544
Q7Z5W3,PS51515,53,274,0,222
Q7Z624,PS51610,1,323,0,323
Q7Z628,PS50010,174,356,0,183
Q7Z628,PS00741,304,329,,26
Q7Z628,PS50003,386,501,1,116
Q7Z699,PS50229,6,123,0,118
Q7Z699,PS51488,233,285,0,53
Q7Z699,PS51227,334,442,0,109
Q7Z6I6,PS50238,20,215,0,196
Q7Z6K1,PS50950,1,84,0,84
Q7Z6Z7,PS50030,1316,1355,0,40
Q7Z6Z7,PS50918,1603,1680,0,78
Q7Z6Z7,PS50237,4038,4374,0,337
Q7Z713,PS50297,13,116,0,104
Q7Z713,PS50088,63,95,0,33
Q7Z7A1,PS51450,126,147,0,22
Q7Z7A1,PS51450,148,169,0,22
Q7Z7A1,PS51450,170,191,0,22
Q7Z7A1,PS51450,194,215,0,22
Q7Z7A1,PS51450,219,240,0,22
Q7Z7A4,PS50195,14,126,0,113
Q7Z7A4,PS50011,88,481,0,394
Q7Z7A4,PS51082,548,567,0,20
Q7Z7J5,PS50800,92,126,0,35
Q7Z7K6,PS51891,148,260,0,113
Q86SE9,PS50089,18,56,0,39
Q86SE9,PS00518,34,43,,10
Q86SG6,PS50011,4,258,0,255
Q86SG6,PS00107,10,33,,24
Q86SG6,PS00108,124,136,,13
Q86SG6,PS50012,312,350,0,39
Q86SG6,PS50012,410,461,0,52
Q86SG6,PS50012,462,513,0,52
Q86SG6,PS50012,580,631,0,52
Q86SG6,PS50012,632,684,0,53
Q86SK9,PS00476,268,282,,15
Q86SQ0,PS50003,1143,1246,1,104
Q86SX6,PS51354,42,145,0,104
Q86T24,PS50097,32,94,0,63
Q86T24,PS50157,494,521,0,28
Q86T24,PS00028,496,516,,21
Q86T24,PS50157,522,549,0,28
Q86T24,PS00028,524,544,,21
Q86T24,PS50157,550,578,0,29
Q86T24,PS00028,552,573,,22
Q86TC9,PS50835,269,359,0,91
Q86TC9,PS50835,435,531,0,97
Q86TC9,PS50835,945,1029,0,85
Q86TC9,PS50835,1073,1162,0,90
Q86TC9,PS50835,1172,1262,0,91
Q86TC9,PS00014,1317,1320,,4
Q86TM3,PS50084,48,109,0,62
Q86TM3,PS51195,222,250,0,29
Q86TM3,PS51192,253,428,0,176
Q86TM3,PS00039,374,382,,9
Q86TM3,PS51194,440,601,0,162
Q86TM6,PS50089,291,330,0,40
Q86TU7,PS51565,20,507,0,488
Q86TU7,PS50280,94,314,0,221
Q86TV6,PS50293,363,582,0,220
Q86TV6,PS50005,397,430,0,34
Q86TV6,PS50005,515,548,0,34
Q86TV6,PS50005,549,582,0,34
Q86TV6,PS50005,696,729,0,34
Q86TV6,PS50293,696,831,0,136
Q86TV6,PS50005,730,763,0,34
Q86TV6,PS50005,764,797,0,34
Q86TV6,PS50005,798,831,0,34
Q86U42,PS50102,172,249,0,78
Q86U44,PS51563,1,580,0,580
Q86U44,PS51143,351,570,0,220
Q86U90,PS51163,67,257,0,191
Q86UE8,PS50011,462,741,0,280
Q86UE8,PS00107,468,491,,24
Q86UE8,PS00108,588,600,,13
Q86UK0,PS50893,1346,1577,0,232
Q86UK0,PS00211,1479,1493,,15
Q86UK0,PS50893,2254,2489,0,236
Q86UN2,PS51450,77,98,0,22
Q86UN2,PS51450,101,123,0,23
Q86UN2,PS51450,150,171,0,22
Q86UN2,PS51450,174,195,0,22
Q86UN2,PS51450,198,219,0,22
Q86UN2,PS51450,222,243,0,22
Q86UQ0,PS50805,35,108,0,74
Q86UQ0,PS50157,248,275,0,28
Q86UQ0,PS00028,250,270,,21
Q86UQ0,PS50157,276,303,0,28
Q86UQ0,PS00028,278,298,,21
Q86UQ0,PS50157,304,331,0,28
Q86UQ0,PS00028,306,326,,21
Q86UQ0,PS50157,332,359,0,28
Q86UQ0,PS00028,334,354,,21
Q86UT6,PS50837,160,294,0,135
Q86UU0,PS00578,727,738,,12
Q86UU1,PS50003,1256,1370,1,115
Q86UV5,PS50235,89,421,0,333
Q86UV5,PS00973,336,354,,19
Q86UV5,PS51283,460,554,0,95
Q86UV5,PS51283,569,691,0,123
Q86UV5,PS51283,711,824,0,114
Q86UV5,PS50053,929,1002,0,74
Q86UX6,PS50011,93,353,0,261
Q86UX6,PS00107,99,122,,24
Q86UX6,PS00108,212,224,,13
Q86UY6,PS51186,63,216,0,154
Q86V15,PS50157,551,580,0,30
Q86V15,PS00028,553,575,,23
Q86V15,PS00028,612,634,,23
Q86V15,PS50157,668,697,0,30
Q86V15,PS00028,670,692,,23
Q86V15,PS00028,1033,1055,,23
Q86V15,PS00028,1184,1206,,23
Q86V15,PS00028,1302,1324,,23
Q86V15,PS50157,1457,1481,0,25
Q86V15,PS00028,1459,1481,,23
Q86V15,PS00028,1517,1537,,21
Q86V15,PS00028,1573,1595,,23
Q86VB7,PS50287,51,152,0,102
Q86VB7,PS00420,56,93,,38
Q86VB7,PS50287,159,259,0,101
Q86VB7,PS50287,266,366,0,101
Q86VB7,PS00420,271,308,,38
Q86VB7,PS50287,373,473,0,101
Q86VB7,PS50287,478,578,0,101
Q86VB7,PS50287,583,683,0,101
Q86VB7,PS50287,719,819,0,101
Q86VB7,PS00420,724,761,,38
Q86VB7,PS50287,824,926,0,103
Q86VB7,PS50287,929,1029,0,101
Q86VB7,PS00420,934,971,,38
Q86VD7,PS50920,31,117,0,87
Q86VD7,PS00058,123,129,,7
Q86VD7,PS50920,129,214,0,86
Q86VD7,PS50920,224,312,0,89
Q86VE9,PS00197,14,22,,9
Q86VK4,PS50157,219,248,0,30
Q86VK4,PS00028,221,243,,23
Q86VK4,PS50157,249,278,0,30
Q86VK4,PS00028,251,273,,23
Q86VK4,PS50157,279,308,0,30
Q86VK4,PS00028,281,303,,23
Q86VK4,PS50157,309,338,0,30
Q86VK4,PS00028,311,333,,23
Q86VK4,PS50157,339,361,0,23
Q86VK4,PS00028,341,362,,22
Q86VN1,PS51495,1,138,0,138
Q86VP1,PS51905,727,753,0,27
Q86VP1,PS51905,754,780,0,27
Q86VW1,PS50850,106,529,0,424
Q86VZ6,PS00028,14,37,,24
Q86VZ6,PS00028,175,198,,24
Q86W26,PS50824,3,96,0,94
Q86W26,PS50837,167,361,0,195
Q86W42,PS50294,122,205,0,84
Q86W42,PS50082,164,205,0,42
Q86W42,PS00678,183,197,,15
Q86W74,PS50088,11,43,0,33
Q86W74,PS50297,11,128,0,118
Q86W74,PS50088,44,76,0,33
Q86WA9,PS01130,77,98,,22
Q86WA9,PS50801,480,564,0,85
Q86WH2,PS50200,79,187,0,109
Q86WH2,PS50951,187,234,0,48
Q86WI3,PS50837,222,349,0,128
Q86WI3,PS51450,771,791,0,21
Q86WI3,PS51450,871,891,0,21
Q86WI3,PS51450,1033,1053,0,21
Q86WI3,PS51450,1244,1264,0,21
Q86WI3,PS51450,1274,1293,0,20
Q86WI3,PS51450,1464,1485,0,22
Q86WI3,PS51450,1523,1544,0,22
Q86WI3,PS51450,1551,1571,0,21
Q86WI3,PS51450,1579,1600,0,22
Q86WI3,PS51450,1607,1627,0,21
Q86WI3,PS51450,1635,1656,0,22
Q86WI3,PS51450,1663,1684,0,22
Q86WI3,PS51450,1797,1818,0,22
Q86WJ1,PS51192,58,223,0,166
Q86WJ1,PS00690,169,178,,10
Q86WJ1,PS51194,351,513,0,163
Q86WJ1,PS51154,704,897,0,194
Q86X55,PS51678,146,453,0,308
Q86X83,PS51269,123,190,0,68
Q86XK2,PS50181,153,199,0,47
Q86XK2,PS51157,833,904,0,72
Q86XL3,PS50954,69,113,0,45
Q86XP3,PS51195,253,281,0,29
Q86XP3,PS51192,284,459,0,176
Q86XP3,PS00039,405,413,,9
Q86XP3,PS51194,487,632,0,146
Q86Y07,PS50011,29,319,0,291
Q86Y07,PS00108,162,174,,13
Q86Y56,PS50077,744,782,0,39
Q86YA3,PS51999,1349,1391,0,43
Q86YD1,PS00178,71,81,,11
Q86YD5,PS50068,28,65,0,38
Q86YD5,PS01209,42,64,,23
Q86YD5,PS50068,70,107,0,38
Q86YD5,PS01209,84,106,,23
Q86YD5,PS50068,112,148,0,37
Q86YD5,PS01209,125,147,,23
Q86YF9,PS50157,198,226,0,29
Q86YF9,PS00028,200,221,,22
Q86YN6,PS50102,902,967,0,66
Q86YS3,PS50222,49,84,0,36
Q86YS3,PS51511,574,636,0,63
Q86YS7,PS50004,1,109,0,109
Q86YT9,PS50835,11,132,0,122
Q86YT9,PS50835,137,236,0,100
Q8IU60,PS51462,95,226,0,132
Q8IU60,PS00893,129,150,,22
Q8IUD2,PS51511,1046,1108,0,63
Q8IUF8,PS51184,139,271,0,133
Q8IUH3,PS50102,26,106,0,81
Q8IUH3,PS50102,121,195,0,75
Q8IUH3,PS50102,392,464,0,73
Q8IUI8,PS50853,181,274,0,94
Q8IUR6,PS00036,527,541,,15
Q8IUR7,PS50176,61,97,0,37
Q8IV08,PS50035,196,223,0,28
Q8IV08,PS50035,411,437,0,27
Q8IV45,PS51145,102,237,0,136
Q8IV45,PS50017,415,494,0,80
Q8IV53,PS50211,13,398,0,386
Q8IV63,PS50011,166,457,0,292
Q8IVI9,PS51741,1,260,0,260
Q8IVI9,PS51860,292,372,0,81
Q8IVI9,PS50002,438,497,0,60
Q8IVS2,PS00211,152,166,,15
Q8IVU3,PS00626,28,38,,11
Q8IVU3,PS50012,42,93,0,52
Q8IVU3,PS00626,80,90,,11
Q8IVU3,PS50012,94,146,0,53
Q8IVU3,PS00626,133,143,,11
Q8IVU3,PS50012,147,199,0,53
Q8IVU3,PS50012,200,254,0,55
Q8IVU3,PS50012,255,305,0,51
Q8IVU3,PS50237,693,1014,0,322
Q8IVW6,PS51011,215,307,0,93
Q8IVW6,PS51486,419,517,0,99
Q8IW35,PS51450,37,58,0,22
Q8IW35,PS51450,59,80,0,22
Q8IW35,PS51450,81,102,0,22
Q8IW35,PS51450,103,124,0,22
Q8IW35,PS51450,125,146,0,22
Q8IW35,PS51450,147,168,0,22
Q8IW35,PS51450,171,192,0,22
Q8IW35,PS50096,558,587,0,30
Q8IWA0,PS50082,53,95,0,43
Q8IWA0,PS50294,53,95,0,43
Q8IWA0,PS50294,199,371,0,173
Q8IWE4,PS51229,86,278,0,193
Q8IWS0,PS51805,14,132,0,119
Q8IWS0,PS51805,209,330,0,122
Q8IWT3,PS51284,1143,1322,0,180
Q8IWT3,PS00086,1237,1246,,10
Q8IWT3,PS50069,1544,1812,0,269
Q8IWT3,PS01256,1926,1953,,28
Q8IWT3,PS51873,2066,2283,0,218
Q8IWT3,PS50089,2236,2279,0,44
Q8IWT3,PS00518,2257,2266,,10
Q8IWU2,PS50011,137,407,0,271
Q8IWU2,PS00107,143,168,,26
Q8IWU2,PS00109,261,273,,13
Q8IX12,PS50800,636,670,0,35
Q8IX15,PS50071,70,109,0,40
Q8IX15,PS50071,354,414,0,61
Q8IX30,PS01187,29,55,,27
Q8IX30,PS50026,29,69,0,41
Q8IX30,PS00010,46,57,,12
Q8IX30,PS01186,55,68,,14
Q8IX30,PS01187,70,95,,26
Q8IX30,PS50026,70,111,0,42
Q8IX30,PS00010,86,97,,12
Q8IX30,PS01186,95,110,,16
Q8IX30,PS01187,112,136,,25
Q8IX30,PS50026,112,148,0,37
Q8IX30,PS00010,127,138,,12
Q8IX30,PS01186,136,151,,16
Q8IX30,PS01186,182,197,,16
Q8IX30,PS01186,260,275,,16
Q8IX30,PS01187,277,301,,25
Q8IX30,PS50026,277,317,0,41
Q8IX30,PS00010,292,303,,12
Q8IX30,PS01186,301,316,,16
Q8IX30,PS01187,318,341,,24
Q8IX30,PS50026,318,356,0,39
Q8IX30,PS00010,332,343,,12
Q8IX30,PS01186,341,355,,15
Q8IX30,PS01187,357,381,,25
Q8IX30,PS50026,357,398,0,42
Q8IX30,PS00010,372,383,,12
Q8IX30,PS01180,804,916,0,113
Q8IXF0,PS50888,51,104,0,54
Q8IXF0,PS50112,153,217,0,65
Q8IXF0,PS50112,334,389,0,56
Q8IXH8,PS50268,58,165,0,108
Q8IXH8,PS00232,153,163,,11
Q8IXH8,PS50268,166,275,0,110
Q8IXH8,PS50268,276,396,0,121
Q8IXH8,PS50268,397,500,0,104
Q8IXH8,PS00232,488,498,,11
Q8IXI1,PS51423,2,168,0,167
Q8IXI1,PS50222,184,219,0,36
Q8IXI1,PS50222,304,339,0,36
Q8IXI1,PS00018,317,329,,13
Q8IXI1,PS51423,414,576,0,163
Q8IXJ6,PS50305,57,338,0,282
Q8IXK0,PS51024,633,667,0,35
Q8IXK0,PS50105,794,858,0,65
Q8IXL6,PS51257,1,21,0,21
Q8IXP5,PS52003,10,32,0,23
Q8IXQ5,PS50097,44,111,0,68
Q8IXQ6,PS51154,107,296,0,190
Q8IXQ6,PS51154,306,487,0,182
Q8IXQ6,PS51059,628,850,0,223
Q8IXT5,PS50102,155,230,0,76
Q8IXT5,PS50102,284,360,0,77
Q8IXT5,PS50102,400,477,0,78
Q8IXT5,PS50102,925,1001,0,77
Q8IXW5,PS51479,77,160,0,84
Q8IY22,PS00678,110,124,,15
Q8IY37,PS51192,262,429,0,168
Q8IY37,PS51194,459,716,0,258
Q8IY57,PS50199,19,48,0,30
Q8IY57,PS01358,23,42,,20
Q8IY92,PS51908,293,323,0,31
Q8IY92,PS51908,333,361,0,29
Q8IY92,PS50097,691,764,0,74
Q8IYB3,PS51025,27,126,0,100
Q8IYB8,PS51194,353,518,0,166
Q8IYD8,PS51192,98,266,0,169
Q8IYD8,PS51194,452,627,0,176
Q8IYT4,PS50896,25,57,0,33
Q8IYU2,PS50088,64,96,0,33
Q8IYU2,PS50297,64,250,0,187
Q8IYU2,PS50088,97,129,0,33
Q8IYU2,PS50088,130,162,0,33
Q8IYU2,PS50088,163,195,0,33
Q8IYU2,PS50088,196,221,0,26
Q8IYU2,PS50237,574,909,0,336
Q8IYU8,PS50222,172,207,0,36
Q8IYU8,PS50222,236,262,0,27
Q8IYU8,PS50222,313,328,0,16
Q8IYU8,PS50222,362,397,0,36
Q8IYW5,PS50089,16,55,0,40
Q8IYX4,PS50102,58,136,0,79
Q8IYY4,PS50157,166,194,0,29
Q8IYY4,PS00028,168,189,,22
Q8IZD2,PS50016,118,166,0,49
Q8IZD2,PS01359,121,163,,43
Q8IZD2,PS50280,330,447,0,118
Q8IZE3,PS50011,1,245,0,245
Q8IZE3,PS50077,338,375,0,38
Q8IZP9,PS50221,462,619,0,158
Q8IZP9,PS50261,628,883,0,256
Q8IZP9,PS00650,871,886,,16
Q8IZQ1,PS51783,2531,2656,0,126
Q8IZQ1,PS50197,2683,2976,0,294
Q8IZQ1,PS50294,3088,3254,0,167
Q8IZQ1,PS50082,3123,3164,0,42
Q8IZQ1,PS00678,3142,3156,,15
Q8IZQ1,PS50178,3454,3514,0,61
Q8IZT6,PS50021,920,1056,0,137
Q8IZT6,PS50021,1110,1261,0,152
Q8IZT6,PS50096,1347,1374,0,28
Q8IZT6,PS50096,1396,1422,0,27
Q8IZT6,PS50096,1582,1608,0,27
Q8IZT6,PS50096,1632,1661,0,30
Q8IZT6,PS50096,1657,1684,0,28
Q8IZT6,PS50096,1728,1757,0,30
Q8IZT6,PS50096,1751,1778,0,28
Q8IZT6,PS50096,1802,1830,0,29
Q8IZT6,PS50096,1824,1853,0,30
Q8IZT6,PS50096,1874,1903,0,30
Q8IZT6,PS50096,1897,1923,0,27
Q8IZT6,PS50096,1947,1972,0,26
Q8IZT6,PS50096,1970,1996,0,27
Q8IZT6,PS50096,2020,2049,0,30
Q8IZT6,PS50096,2044,2069,0,26
Q8IZT6,PS50096,2093,2121,0,29
Q8IZT6,PS50096,2116,2142,0,27
Q8IZT6,PS50096,2168,2194,0,27
Q8IZT6,PS50096,2189,2218,0,30
Q8IZT6,PS50096,2239,2267,0,29
Q8IZT6,PS50096,2262,2288,0,27
Q8IZT6,PS50096,2312,2339,0,28
Q8IZT6,PS50096,2334,2361,0,28
Q8IZT6,PS50096,2384,2412,0,29
Q8IZT6,PS50096,2407,2434,0,28
Q8IZT6,PS50096,2457,2483,0,27
Q8IZT6,PS50096,2532,2557,0,26
Q8IZT6,PS50096,2624,2653,0,30
Q8IZT6,PS50096,2665,2693,0,29
Q8IZT6,PS50096,2688,2715,0,28
Q8IZT6,PS50096,2739,2767,0,29
Q8IZT6,PS50096,2859,2885,0,27
Q8IZT6,PS50096,2909,2938,0,30
Q8IZT6,PS50096,2932,2960,0,29
Q8IZT6,PS50096,2954,2982,0,29
Q8IZT6,PS50096,3029,3055,0,27
Q8IZT6,PS50096,3080,3107,0,28
Q8IZT6,PS50096,3181,3210,0,30
Q8IZT6,PS50096,3205,3228,0,24
Q8IZW8,PS50001,449,556,0,108
Q8N100,PS50888,40,92,0,53
Q8N122,PS50294,1119,1249,0,131
Q8N157,PS50082,650,682,0,33
Q8N157,PS50294,650,880,0,231
Q8N157,PS50082,693,735,0,43
Q8N157,PS50082,740,772,0,33
Q8N157,PS50082,851,880,0,30
Q8N157,PS50002,1051,1111,0,61
Q8N165,PS50011,8,334,0,327
Q8N165,PS00107,14,38,,25
Q8N165,PS00108,160,172,,13
Q8N196,PS50071,208,259,0,52
Q8N196,PS00027,234,257,,24
Q8N1G0,PS50157,533,551,0,19
Q8N1G0,PS50157,705,732,0,28
Q8N1G0,PS00028,707,727,,21
Q8N1G0,PS50157,764,787,0,24
Q8N1G0,PS00028,766,787,,22
Q8N1G0,PS00028,794,815,,22
Q8N1G0,PS50157,827,854,0,28
Q8N1G0,PS00028,829,849,,21
Q8N1G0,PS50157,858,886,0,29
Q8N1G0,PS00028,860,881,,22
Q8N1G0,PS00028,965,986,,22
Q8N1G0,PS50157,993,1021,0,29
Q8N1G0,PS00028,995,1016,,22
Q8N1G0,PS50157,1135,1163,0,29
Q8N1G0,PS00028,1137,1158,,22
Q8N1G0,PS50157,1200,1222,0,23
Q8N1G0,PS00028,1202,1222,,21
Q8N1G2,PS50174,87,133,0,47
Q8N1G2,PS51613,231,450,0,220
Q8N1G2,PS01159,758,784,,27
Q8N1V2,PS50294,60,195,0,136
Q8N1V2,PS50082,107,142,0,36
Q8N1V2,PS00678,173,187,,15
Q8N1V2,PS50294,328,620,0,293
Q8N1V2,PS50082,413,446,0,34
Q8N1V2,PS50082,457,490,0,34
Q8N1V2,PS00678,476,490,,15
